colonne,min_fin_fenetre,id_joueur,date_match,moment,mean,std,skewness,kurtosis,RMS,IQR,Q10,Q25,median,Q75,Q90,prop_sup_seuil
GYRO Z,15,joueur_04,match_20220911,MT1,7.74769,42.7198,-0.181517,3.89772,43.4167,137.32,-39.549,-12.546,7.72664,27.9262,55.8739,
NormeGradAcc,15,joueur_04,match_20220911,MT1,0.0378105,0.0430834,1.64628,2.60924,0.057322,0.130788,0.00323158,0.00704552,0.0193852,0.0544606,0.105346,0.2000046685340803
NormeGradGyro,15,joueur_04,match_20220911,MT1,3.86831,4.09816,2.35,8.57335,5.63548,11.3261,0.580276,1.09288,2.35608,5.36816,9.11679,
ACC X,30,joueur_04,match_20220911,MT1,0.0403007,0.274127,-0.0761824,11.5444,0.277074,0.778683,-0.246202,-0.0776797,0.0481293,0.167607,0.295673,
ACC Y,30,joueur_04,match_20220911,MT1,-0.923428,0.61558,-0.40415,1.26126,1.1098,2.32971,-1.69958,-1.17899,-0.899303,-0.669943,-0.0820558,
ACC Z,30,joueur_04,match_20220911,MT1,-0.377498,0.297168,-1.12315,3.53691,0.480431,0.96686,-0.754637,-0.50713,-0.319166,-0.211543,-0.0707816,
GYRO X,30,joueur_04,match_20220911,MT1,0.720481,37.7704,0.0218664,7.23665,37.7773,116.602,-36.1868,-14.8038,0.887843,16.4066,38.319,
GYRO Y,30,joueur_04,match_20220911,MT1,-3.77712,79.6586,0.108548,1.80378,79.7481,279.916,-104.365,-37.0355,-4.96729,27.8979,97.7383,
GYRO Z,30,joueur_04,match_20220911,MT1,7.94402,50.3564,0.0731536,3.31017,50.9791,166.861,-46.5735,-15.5702,5.76718,30.587,66.0267,
NormeGradAcc,30,joueur_04,match_20220911,MT1,0.0399783,0.0424667,1.7129,2.98932,0.058324,0.129695,0.00584048,0.0108876,0.0219284,0.0546343,0.106368,0.20564892623716152
NormeGradGyro,30,joueur_04,match_20220911,MT1,4.16435,4.45539,2.39952,8.58286,6.09855,12.4518,0.797934,1.29747,2.35257,5.63162,10.0343,
ACC X,45,joueur_04,match_20220911,MT1,0.0131687,0.224618,-0.527296,14.975,0.225004,0.630165,-0.178568,-0.0715233,0.0157959,0.105299,0.212489,
ACC Y,45,joueur_04,match_20220911,MT1,-0.903397,0.533312,-0.426697,2.74412,1.04907,1.98426,-1.36056,-1.11482,-0.907294,-0.697416,-0.347158,
ACC Z,45,joueur_04,match_20220911,MT1,-0.366331,0.273005,-1.18924,3.47679,0.45687,0.864703,-0.809084,-0.484018,-0.289809,-0.203673,-0.126487,
GYRO X,45,joueur_04,match_20220911,MT1,0.219639,34.0733,0.147653,9.84992,34.074,98.4223,-30.6124,-12.5265,0.575875,12.5193,30.0445,
GYRO Y,45,joueur_04,match_20220911,MT1,-2.39103,65.4091,0.145752,4.24386,65.4528,230.404,-68.0837,-22.2769,-4.42186,15.2635,67.5135,
GYRO Z,45,joueur_04,match_20220911,MT1,8.00692,39.7314,0.366417,7.61597,40.5302,120.886,-26.9316,-9.90223,6.67116,24.7654,43.9907,
NormeGradAcc,45,joueur_04,match_20220911,MT1,0.0286355,0.0379378,2.39518,6.23492,0.0475318,0.118376,0.00274139,0.00670721,0.0145616,0.0290636,0.0832881,0.12745564892623718
NormeGradGyro,45,joueur_04,match_20220911,MT1,3.16293,4.01409,2.85389,10.6766,5.11049,11.4411,0.418005,0.912359,1.74467,3.41786,8.17563,
ACC X,60,joueur_04,match_20220911,MT1,0.0254628,0.220889,-0.159286,9.49248,0.222351,0.66855,-0.190403,-0.0713277,0.0289892,0.126444,0.241826,
ACC Y,60,joueur_04,match_20220911,MT1,-0.945537,0.557739,-0.443542,2.16805,1.09778,2.19209,-1.50784,-1.13799,-0.932461,-0.75041,-0.271439,
ACC Z,60,joueur_04,match_20220911,MT1,-0.315021,0.237738,-1.30754,4.30018,0.394662,0.767072,-0.623472,-0.415163,-0.258066,-0.180909,-0.095017,
GYRO X,60,joueur_04,match_20220911,MT1,0.265843,32.6273,0.0793041,6.58502,32.6283,98.6716,-32.3069,-13.1422,1.15969,13.5117,30.9204,
GYRO Y,60,joueur_04,match_20220911,MT1,-6.718,66.3335,0.113192,2.93655,66.6728,238.499,-84.7386,-29.92,-5.64794,15.3732,66.0232,
GYRO Z,60,joueur_04,match_20220911,MT1,6.18011,37.6187,0.0887257,5.95062,38.1229,119.301,-30.9534,-11.0139,5.90762,23.2884,41.5763,
NormeGradAcc,60,joueur_04,match_20220911,MT1,0.0315903,0.0391998,1.99225,3.71153,0.0503445,0.122225,0.0031254,0.00693886,0.0158765,0.0369088,0.0928734,0.15246498599439776
NormeGradGyro,60,joueur_04,match_20220911,MT1,3.28104,3.74966,2.40395,7.71587,4.98248,10.877,0.492892,0.964679,1.87647,4.04143,8.33921,
ACC X,15,joueur_04,match_20220911,MT2,0.0444148,0.241584,0.235691,10.5869,0.245633,0.685532,-0.193074,-0.0584764,0.0478464,0.141704,0.261991,
ACC Y,15,joueur_04,match_20220911,MT2,-0.932915,0.577285,-0.40898,2.14601,1.09708,2.2447,-1.55945,-1.12583,-0.921588,-0.75057,-0.167031,
ACC Z,15,joueur_04,match_20220911,MT2,-0.35094,0.269125,-1.51786,6.12331,0.442253,0.849736,-0.670455,-0.452025,-0.3011,-0.208464,-0.0884959,
GYRO X,15,joueur_04,match_20220911,MT2,0.0340596,34.8276,-0.0554746,6.58293,34.8276,110.591,-33.7439,-12.2155,1.36397,12.9499,31.9881,
GYRO Y,15,joueur_04,match_20220911,MT2,-5.38216,68.1095,0.031608,4.22558,68.3219,238.404,-82.2447,-29.1618,-5.48233,18.3616,71.9043,
GYRO Z,15,joueur_04,match_20220911,MT2,6.08836,43.3803,-0.329704,5.99294,43.8055,139.012,-38.1041,-11.8936,6.44752,24.7018,50.5997,
NormeGradAcc,15,joueur_04,match_20220911,MT2,0.0338852,0.0413044,1.90712,3.64988,0.0534253,0.1273,0.002921,0.00685719,0.0167237,0.0436035,0.098107,0.16980859010270774
NormeGradGyro,15,joueur_04,match_20220911,MT2,3.42409,4.06919,2.6174,10.9571,5.31814,11.4608,0.478483,0.918806,1.8042,4.39153,8.87156,
ACC X,30,joueur_04,match_20220911,MT2,0.0283042,0.195903,0.0106847,4.98527,0.197937,0.634362,-0.134538,-0.0430531,0.0292476,0.095189,0.204835,
ACC Y,30,joueur_04,match_20220911,MT2,-0.866545,0.435341,-0.761071,4.46914,0.969754,1.44784,-1.18501,-0.967979,-0.9235,-0.741068,-0.335003,
ACC Z,30,joueur_04,match_20220911,MT2,-0.409555,0.259279,-0.531973,0.276945,0.484728,0.902195,-0.831699,-0.589188,-0.345855,-0.25408,-0.156627,
GYRO X,30,joueur_04,match_20220911,MT2,1.65866,30.7429,0.264271,11.8755,30.7876,86.8916,-18.9174,-4.14718,0.471989,6.57625,23.037,
GYRO Y,30,joueur_04,match_20220911,MT2,-6.07518,65.7559,0.00790547,7.49395,66.0359,216.118,-51.1961,-11.2631,-4.89232,0.562543,27.9137,
GYRO Z,30,joueur_04,match_20220911,MT2,6.28481,40.456,0.0202296,5.87608,40.9412,143.14,-22.9219,0.116116,6.72574,12.1397,32.5296,
NormeGradAcc,30,joueur_04,match_20220911,MT2,0.0186617,0.0358733,2.57723,6.25896,0.040437,0.110624,0.000344063,0.000735638,0.00276171,0.0145875,0.0683386,0.10063025210084034
NormeGradGyro,30,joueur_04,match_20220911,MT2,2.57626,4.86263,2.60626,6.89754,5.50294,14.3311,0.0554454,0.137042,0.505291,1.75051,9.93708,
ACC X,15,joueur_06,match_20220911,MT1,-0.0128542,0.281683,-0.171579,7.97695,0.281977,0.794837,-0.314202,-0.167353,-0.00427846,0.144914,0.274793,
ACC Y,15,joueur_06,match_20220911,MT1,-0.886736,0.698506,-0.714671,2.42397,1.12881,2.5496,-1.73866,-1.08211,-0.906676,-0.585412,0.0237575,
ACC Z,15,joueur_06,match_20220911,MT1,-0.425776,0.38551,-1.08337,2.20246,0.574372,1.25034,-0.953867,-0.600155,-0.332176,-0.186315,-0.0414295,
GYRO X,15,joueur_06,match_20220911,MT1,1.52688,45.0082,0.408247,6.93459,45.0341,137.356,-43.5257,-19.2701,0.308301,20.397,48.2952,
GYRO Y,15,joueur_06,match_20220911,MT1,3.18712,79.7373,0.101209,2.74683,79.8009,265.242,-88.4683,-34.5598,2.57244,39.2962,96.7988,
GYRO Z,15,joueur_06,match_20220911,MT1,3.02879,54.9491,-0.164991,4.73535,55.0326,175.558,-55.8397,-22.6503,2.737,29.5459,62.8599,
NormeGradAcc,15,joueur_06,match_20220911,MT1,0.043572,0.0503339,1.84458,4.09073,0.0665735,0.150104,0.00372093,0.0085091,0.023053,0.0602793,0.121065,0.16431839402427637
NormeGradGyro,15,joueur_06,match_20220911,MT1,4.95228,5.01972,2.19919,6.80371,7.05143,14.5612,0.756921,1.54786,3.26594,6.69726,11.2319,
ACC X,30,joueur_06,match_20220911,MT1,-0.00897905,0.264794,0.155713,8.92874,0.264946,0.740223,-0.275951,-0.150082,-0.0140634,0.128325,0.266216,
ACC Y,30,joueur_06,match_20220911,MT1,-0.919899,0.591586,-0.500351,3.13558,1.0937,2.22226,-1.49672,-1.09753,-0.913907,-0.74039,-0.154285,
ACC Z,30,joueur_06,match_20220911,MT1,-0.393026,0.3431,-1.43194,5.85731,0.521716,1.07773,-0.820829,-0.519142,-0.322769,-0.195936,-0.0738936,
GYRO X,30,joueur_06,match_20220911,MT1,1.25901,43.9471,0.409047,14.2976,43.9651,119.232,-39.8225,-18.2422,0.710943,19.5699,41.6423,
GYRO Y,30,joueur_06,match_20220911,MT1,1.18681,75.2218,-0.0596261,3.98172,75.2312,247.632,-82.6156,-31.0151,2.15699,34.2386,82.1819,
GYRO Z,30,joueur_06,match_20220911,MT1,1.55009,52.2958,-0.0260069,8.11562,52.3187,156.96,-51.7537,-23.3108,2.60612,28.2784,52.1306,
NormeGradAcc,30,joueur_06,match_20220911,MT1,0.0376351,0.0448808,2.22575,5.84966,0.0585721,0.135456,0.00483874,0.0093045,0.0203758,0.0446674,0.102696,0.12126984126984126
NormeGradGyro,30,joueur_06,match_20220911,MT1,4.44915,4.95427,3.49181,19.5397,6.65881,12.9246,0.930311,1.58379,2.86508,5.39189,9.58469,
ACC X,45,joueur_06,match_20220911,MT1,0.0299291,0.26066,0.46576,9.21995,0.262373,0.730574,-0.253139,-0.115615,0.0285053,0.169906,0.30055,
ACC Y,45,joueur_06,match_20220911,MT1,-0.925708,0.598332,-0.487512,2.36204,1.10224,2.27219,-1.59201,-1.10693,-0.917654,-0.736741,-0.129241,
ACC Z,45,joueur_06,match_20220911,MT1,-0.381432,0.326222,-1.32187,3.5402,0.501908,1.04606,-0.811638,-0.512232,-0.311179,-0.179582,-0.0678845,
GYRO X,45,joueur_06,match_20220911,MT1,1.3377,38.443,0.354929,8.3109,38.4663,111.009,-37.2863,-18.3304,0.532232,19.8462,40.7219,
GYRO Y,45,joueur_06,match_20220911,MT1,1.71381,74.1687,-0.0100651,2.69401,74.1885,248.784,-85.6132,-32.8612,1.76695,37.6642,88.3434,
GYRO Z,45,joueur_06,match_20220911,MT1,2.02301,48.8208,-0.343714,4.48791,48.8627,154.123,-48.6196,-23.4832,2.6908,28.3106,53.5571,
NormeGradAcc,45,joueur_06,match_20220911,MT1,0.0377695,0.0430129,2.09107,5.1402,0.057242,0.13076,0.0048577,0.00936057,0.0213625,0.0477456,0.099686,0.117296918767507
NormeGradGyro,45,joueur_06,match_20220911,MT1,4.19643,4.25878,2.93755,13.4313,5.9789,11.5425,0.923509,1.56033,2.8327,5.29184,8.95982,
ACC X,15,joueur_06,match_20220911,MT2,-0.0558747,0.282259,0.326052,7.49886,0.287736,0.793802,-0.348917,-0.213596,-0.058716,0.0952308,0.233313,
ACC Y,15,joueur_06,match_20220911,MT2,-0.873537,0.639232,-0.584149,3.39692,1.08244,2.36916,-1.50501,-1.0562,-0.905438,-0.673326,-0.0128068,
ACC Z,15,joueur_06,match_20220911,MT2,-0.433356,0.372549,-1.3019,3.8324,0.571481,1.19214,-0.927335,-0.56651,-0.350849,-0.216305,-0.075826,
GYRO X,15,joueur_06,match_20220911,MT2,1.5608,41.7011,0.219564,6.91444,41.7303,125.993,-40.0953,-17.4524,1.18914,18.9562,43.4444,
GYRO Y,15,joueur_06,match_20220911,MT2,1.5998,75.9235,-0.149173,3.06773,75.9403,253.834,-86.1727,-34.8424,2.28762,38.284,90.2291,
GYRO Z,15,joueur_06,match_20220911,MT2,2.35292,55.5624,-0.0636311,7.24027,55.6122,169.841,-54.2003,-23.3985,2.74179,28.3936,56.7213,
NormeGradAcc,15,joueur_06,match_20220911,MT2,0.039062,0.0474209,2.1328,5.76778,0.0614376,0.140829,0.00419266,0.00811293,0.0193898,0.0497394,0.109735,0.13637254901960785
NormeGradGyro,15,joueur_06,match_20220911,MT2,4.61382,4.90018,2.88421,15.7047,6.73046,13.4714,0.837554,1.48689,2.89428,6.04461,10.6729,
ACC X,30,joueur_06,match_20220911,MT2,-0.0764911,0.253035,0.760088,18.9717,0.264344,0.702947,-0.336026,-0.214877,-0.0738243,0.0571318,0.187305,
ACC Y,30,joueur_06,match_20220911,MT2,-0.900487,0.567776,-0.524667,3.62032,1.06454,2.17221,-1.40448,-1.03018,-0.922438,-0.766929,-0.133079,
ACC Z,30,joueur_06,match_20220911,MT2,-0.406657,0.330706,-1.50161,4.70454,0.524153,1.08068,-0.820369,-0.508672,-0.343018,-0.214732,-0.101901,
GYRO X,30,joueur_06,match_20220911,MT2,1.85305,36.1654,0.384162,12.9132,36.2128,104.716,-34.2116,-14.6414,1.47921,17.6946,36.2351,
GYRO Y,30,joueur_06,match_20220911,MT2,3.00785,69.3361,-0.0334723,3.8857,69.4013,228.871,-74.482,-27.4998,3.04988,33.6931,77.8258,
GYRO Z,30,joueur_06,match_20220911,MT2,3.19804,46.4249,-0.225794,6.41905,46.5349,144.538,-43.2279,-19.2373,2.98845,25.7298,51.1274,
NormeGradAcc,30,joueur_06,match_20220911,MT2,0.0325642,0.0431757,2.35987,7.42213,0.0540793,0.129069,0.00285641,0.00600714,0.0145419,0.0381102,0.0970178,0.10986928104575164
NormeGradGyro,30,joueur_06,match_20220911,MT2,3.71996,4.32984,3.50948,22.6796,5.70838,11.3979,0.604542,1.14589,2.22901,4.66748,8.69446,
ACC X,45,joueur_06,match_20220911,MT2,-0.0654511,0.266772,0.226431,6.93413,0.274684,0.767014,-0.347029,-0.206487,-0.0688629,0.0746333,0.213396,
ACC Y,45,joueur_06,match_20220911,MT2,-0.898696,0.563711,-0.527566,3.1152,1.06086,2.10777,-1.43944,-1.05861,-0.916048,-0.721924,-0.158108,
ACC Z,45,joueur_06,match_20220911,MT2,-0.421926,0.342179,-1.35251,3.98927,0.543239,1.1127,-0.866375,-0.542979,-0.346047,-0.223088,-0.101529,
GYRO X,45,joueur_06,match_20220911,MT2,1.09255,38.53,0.335778,6.52593,38.5454,115.751,-38.0035,-16.6199,0.754046,18.0899,40.2398,
GYRO Y,45,joueur_06,match_20220911,MT2,-0.0348047,70.6384,-0.112399,3.16049,70.6384,232.102,-82.9583,-33.3215,0.89365,33.6854,80.7425,
GYRO Z,45,joueur_06,match_20220911,MT2,1.29623,50.6683,-0.258043,4.85697,50.6849,159.32,-52.4764,-22.7195,1.7719,26.4697,53.9742,
NormeGradAcc,45,joueur_06,match_20220911,MT2,0.0353813,0.0417483,2.12367,5.17842,0.0547244,0.126636,0.00381491,0.00822471,0.0194389,0.0437234,0.0953848,0.1084453781512605
NormeGradGyro,45,joueur_06,match_20220911,MT2,4.02426,4.00413,2.47967,9.04411,5.67695,11.5923,0.760433,1.45671,2.75645,5.12343,8.84126,
ACC X,60,joueur_06,match_20220911,MT2,-0.141323,0.377728,-1.3258,3.99678,0.4033,1.25375,-0.656231,-0.234489,-0.0680242,0.0730404,0.189199,
ACC Y,60,joueur_06,match_20220911,MT2,-0.749285,0.637206,0.104943,1.64714,0.983595,2.09081,-1.26509,-1.01353,-0.915221,-0.456495,0.217526,
ACC Z,60,joueur_06,match_20220911,MT2,-0.309304,0.393946,0.0943004,4.43182,0.500862,1.22333,-0.793329,-0.457161,-0.271241,-0.15114,-0.00203504,
GYRO X,60,joueur_06,match_20220911,MT2,1.61339,70.4869,0.666079,51.1847,70.5053,158.275,-47.1674,-17.5211,1.55835,20.6771,47.7801,
GYRO Y,60,joueur_06,match_20220911,MT2,3.83423,75.5656,0.168269,12.1564,75.6628,232.93,-69.3583,-23.8589,2.13178,32.3035,78.9409,
GYRO Z,60,joueur_06,match_20220911,MT2,1.52363,62.8925,-0.290719,15.9797,62.9109,184.373,-52.6605,-19.5685,2.09904,25.4478,55.4798,
NormeGradAcc,60,joueur_06,match_20220911,MT2,0.026884,0.0361535,2.68148,8.86052,0.0450536,0.106914,0.00252378,0.00579242,0.01349,0.0304604,0.0725217,0.07085901027077497
NormeGradGyro,60,joueur_06,match_20220911,MT2,4.36344,5.68683,4.75069,48.5379,7.16796,14.0767,0.542828,1.19564,2.50753,5.39575,10.1863,
ACC X,15,joueur_09,match_20220911,MT1,0.0259036,0.289851,0.0588053,5.64875,0.291006,0.846118,-0.294531,-0.150881,0.0268604,0.191153,0.343683,
ACC Y,15,joueur_09,match_20220911,MT1,-0.882468,0.595326,-0.138391,2.17952,1.0645,2.20031,-1.54756,-1.11281,-0.911429,-0.627142,-0.0822523,
ACC Z,15,joueur_09,match_20220911,MT1,-0.445637,0.376804,-1.10185,3.31738,0.583586,1.22035,-0.982694,-0.599597,-0.349421,-0.215622,-0.0880312,
GYRO X,15,joueur_09,match_20220911,MT1,1.95759,48.6851,0.59214,8.83152,48.7245,149.825,-47.8591,-20.4189,1.30747,22.3682,51.644,
GYRO Y,15,joueur_09,match_20220911,MT1,1.96118,77.7956,0.016486,8.98472,77.8203,247.375,-85.3659,-33.1481,2.36415,37.6319,87.5896,
GYRO Z,15,joueur_09,match_20220911,MT1,2.65429,53.557,-0.220287,2.72847,53.6227,181.615,-57.4359,-22.7749,2.16882,29.5671,65.2772,
NormeGradAcc,15,joueur_09,match_20220911,MT1,0.0398974,0.0432145,1.90729,4.57011,0.0588158,0.133365,0.00401331,0.00982586,0.0245942,0.0531044,0.103062,0.16598972922502334
NormeGradGyro,15,joueur_09,match_20220911,MT1,5.2784,5.78557,3.23392,20.9419,7.83162,15.6682,0.870866,1.70679,3.28185,6.89877,12.0718,
ACC X,30,joueur_09,match_20220911,MT1,0.0598721,0.283523,0.445934,6.05728,0.289776,0.841327,-0.249513,-0.095626,0.0567492,0.203664,0.362738,
ACC Y,30,joueur_09,match_20220911,MT1,-0.916293,0.554315,-0.10154,1.87121,1.07091,2.06168,-1.49907,-1.1584,-0.932166,-0.683848,-0.239315,
ACC Z,30,joueur_09,match_20220911,MT1,-0.380906,0.33498,-1.27356,2.63691,0.507248,1.03434,-0.856632,-0.540686,-0.282834,-0.164952,-0.0766341,
GYRO X,30,joueur_09,match_20220911,MT1,2.60061,42.0239,0.18337,6.26123,42.1043,126.552,-39.3563,-16.9154,2.28375,21.1084,45.2153,
GYRO Y,30,joueur_09,match_20220911,MT1,0.748237,72.9446,0.088707,3.20147,72.9484,240.029,-82.542,-34.0723,1.00142,35.6822,83.1123,
GYRO Z,30,joueur_09,match_20220911,MT1,1.67836,51.6177,-0.0853644,3.35742,51.645,170.234,-53.7519,-23.9326,1.73447,28.2537,57.0088,
NormeGradAcc,30,joueur_09,match_20220911,MT1,0.0372796,0.0398983,1.9753,4.38859,0.0546044,0.12296,0.0045813,0.0103374,0.0234476,0.0481815,0.0930597,0.1419000933706816
NormeGradGyro,30,joueur_09,match_20220911,MT1,4.62523,4.79306,2.53441,9.40247,6.66079,13.7008,0.946097,1.65111,2.90126,5.8573,10.6539,
ACC X,45,joueur_09,match_20220911,MT1,0.0650059,0.257194,0.400802,4.24594,0.265282,0.780443,-0.225984,-0.0861145,0.0594494,0.210196,0.354671,
ACC Y,45,joueur_09,match_20220911,MT1,-0.929975,0.517719,-0.106843,2.14112,1.06437,1.9485,-1.4615,-1.14055,-0.940136,-0.736744,-0.330573,
ACC Z,45,joueur_09,match_20220911,MT1,-0.360234,0.307684,-1.37165,2.50117,0.473749,0.969219,-0.809852,-0.48526,-0.272585,-0.160128,-0.0747195,
GYRO X,45,joueur_09,match_20220911,MT1,2.03166,37.2582,0.384072,5.27582,37.3135,114.19,-38.0369,-17.0272,1.56398,20.4145,41.2693,
GYRO Y,45,joueur_09,match_20220911,MT1,2.4712,66.2205,0.113537,2.2355,66.2666,220.419,-74.312,-32.4978,1.66961,36.0948,79.8311,
GYRO Z,45,joueur_09,match_20220911,MT1,3.09303,47.1674,0.0844107,2.78123,47.2687,153.096,-46.8688,-21.4583,1.71479,27.2639,55.4587,
NormeGradAcc,45,joueur_09,match_20220911,MT1,0.0338372,0.0364341,2.08806,5.30463,0.0497232,0.111388,0.00453613,0.00939323,0.0212907,0.0430229,0.0834131,0.11874883286647993
NormeGradGyro,45,joueur_09,match_20220911,MT1,4.16177,3.92134,2.31445,7.63922,5.71815,11.4391,0.959179,1.63399,2.84736,5.30089,9.12946,
ACC X,15,joueur_09,match_20220911,MT2,0.0204569,0.306735,0.319459,9.72201,0.307416,0.872023,-0.307277,-0.152102,0.0203465,0.185161,0.340014,
ACC Y,15,joueur_09,match_20220911,MT2,-0.872424,0.597051,-0.302952,1.43765,1.05716,2.21305,-1.56805,-1.11254,-0.893198,-0.601371,-0.0720971,
ACC Z,15,joueur_09,match_20220911,MT2,-0.488304,0.398961,-1.07556,2.68746,0.630564,1.28183,-1.04514,-0.66468,-0.396417,-0.247683,-0.0915551,
GYRO X,15,joueur_09,match_20220911,MT2,1.99732,46.3968,0.212146,7.98725,46.4397,142.229,-47.1112,-20.2435,2.05787,22.9435,50.1027,
GYRO Y,15,joueur_09,match_20220911,MT2,4.0944,79.1508,0.0387561,3.25697,79.2567,255.897,-86.3769,-35.1036,2.80144,42.6553,96.0419,
GYRO Z,15,joueur_09,match_20220911,MT2,3.21271,58.7438,0.0661311,3.54601,58.8316,192.921,-60.4728,-25.7439,2.40494,31.8141,68.9542,
NormeGradAcc,15,joueur_09,match_20220911,MT2,0.042065,0.0441605,1.83149,4.18081,0.0609886,0.135025,0.00445637,0.0108328,0.0263768,0.0573613,0.106604,0.17934640522875817
NormeGradGyro,15,joueur_09,match_20220911,MT2,5.44756,5.5197,2.5071,10.7179,7.75519,15.6024,0.952545,1.81309,3.5511,7.30579,12.288,
ACC X,15,joueur_19,match_20220911,MT1,0.062097,0.303477,0.0328757,7.28145,0.309765,0.914318,-0.26481,-0.0901075,0.059606,0.217735,0.385528,
ACC Y,15,joueur_19,match_20220911,MT1,-0.928826,0.691117,-0.471112,2.91467,1.15774,2.56343,-1.84849,-1.12682,-0.926531,-0.714006,0.0426224,
ACC Z,15,joueur_19,match_20220911,MT1,-0.353736,0.280679,-0.491143,8.8051,0.451564,0.88605,-0.693756,-0.458397,-0.322362,-0.218123,-0.0612104,
GYRO X,15,joueur_19,match_20220911,MT1,-2.48282,38.703,-0.165472,8.78495,38.7825,116.643,-44.3739,-21.4701,-1.31243,16.8668,37.113,
GYRO Y,15,joueur_19,match_20220911,MT1,3.24184,71.2101,0.131157,6.33767,71.2838,232.792,-78.4707,-30.2766,1.90521,36.1722,88.4364,
GYRO Z,15,joueur_19,match_20220911,MT1,5.11531,46.6784,0.0488776,3.49112,46.9578,161.658,-46.4973,-13.9776,3.77824,23.4094,58.6974,
NormeGradAcc,15,joueur_19,match_20220911,MT1,0.0448165,0.0504234,1.74652,4.38245,0.0674614,0.149801,0.00443638,0.00879828,0.0220246,0.0667394,0.122334,0.1738515406162465
NormeGradGyro,15,joueur_19,match_20220911,MT1,4.36651,4.3274,3.07633,25.2475,6.14759,12.0328,0.829543,1.47404,2.88375,6.00778,9.75152,
ACC X,30,joueur_19,match_20220911,MT1,0.0634479,0.268249,0.0507951,4.94922,0.275651,0.817265,-0.247059,-0.0784304,0.0670099,0.204292,0.359755,
ACC Y,30,joueur_19,match_20220911,MT1,-0.961216,0.652384,-0.390347,1.33575,1.1617,2.53666,-1.83955,-1.14764,-0.941809,-0.767645,-0.0377818,
ACC Z,30,joueur_19,match_20220911,MT1,-0.294224,0.217181,-1.08736,5.06844,0.365699,0.682727,-0.556043,-0.385949,-0.268176,-0.172972,-0.0724463,
GYRO X,30,joueur_19,match_20220911,MT1,-1.9798,29.3142,-0.00710363,5.10246,29.3809,88.4032,-35.2842,-17.6241,-0.565853,13.4385,28.5676,
GYRO Y,30,joueur_19,match_20220911,MT1,0.493838,65.6013,0.0490559,2.04963,65.6032,226.463,-78.368,-30.1598,0.014693,30.3322,80.9383,
GYRO Z,30,joueur_19,match_20220911,MT1,3.7275,38.6078,0.128108,3.36022,38.7874,133.09,-37.4168,-12.8691,2.79847,19.5343,46.1324,
NormeGradAcc,30,joueur_19,match_20220911,MT1,0.0406218,0.0459206,1.60471,2.20316,0.0613093,0.140186,0.00408565,0.00820178,0.0200309,0.0600831,0.11198,0.14757236227824463
NormeGradGyro,30,joueur_19,match_20220911,MT1,3.56145,3.35141,2.26258,10.6123,4.89039,9.67278,0.74157,1.28007,2.34523,4.93438,8.00845,
ACC X,45,joueur_19,match_20220911,MT1,0.0545627,0.26999,0.182224,6.79293,0.275448,0.830288,-0.246086,-0.0814277,0.0542863,0.193177,0.349551,
ACC Y,45,joueur_19,match_20220911,MT1,-0.970671,0.653628,-0.477775,1.92489,1.17023,2.55867,-1.82758,-1.14417,-0.944664,-0.796502,-0.0552438,
ACC Z,45,joueur_19,match_20220911,MT1,-0.275114,0.22012,-0.684998,10.633,0.352336,0.671007,-0.518066,-0.352493,-0.249831,-0.169075,-0.0659253,
GYRO X,45,joueur_19,match_20220911,MT1,-2.25736,30.5841,-0.219154,7.63158,30.6673,92.9091,-36.5533,-18.817,-0.881503,14.2375,29.9475,
GYRO Y,45,joueur_19,match_20220911,MT1,2.34296,67.7908,-0.190393,2.33505,67.8313,233.244,-78.8546,-27.1815,2.01598,33.595,85.5994,
GYRO Z,45,joueur_19,match_20220911,MT1,4.1968,38.4406,-0.074547,3.63803,38.669,130.452,-36.2771,-11.7191,4.06285,20.3385,44.7158,
NormeGradAcc,45,joueur_19,match_20220911,MT1,0.040637,0.0468993,1.69947,2.71037,0.0620556,0.142197,0.00480311,0.00850349,0.0188235,0.0591611,0.114063,0.15044351073762838
NormeGradGyro,45,joueur_19,match_20220911,MT1,3.63187,3.4022,2.08942,6.78183,4.97649,9.84981,0.832076,1.34355,2.31957,4.96921,8.29487,
ACC X,15,joueur_19,match_20220911,MT2,0.0788513,0.297926,0.260096,4.84248,0.308184,0.915745,-0.235073,-0.075462,0.0742166,0.219147,0.397176,
ACC Y,15,joueur_19,match_20220911,MT2,-0.922448,0.670953,-0.325726,1.17823,1.14065,2.55409,-1.8276,-1.10928,-0.922678,-0.734566,0.0513268,
